position_action,angle_action,gripper_position,gripper_angle,gripper_velocity,gripper_angular_velocity,target_position,target_angle,target_velocity,target_angular_velocity,closest_point,contact_force,rewards,finger1_angles,finger2_angles,finger3_angles,finger1_min_dists,finger2_min_dists,finger3_min_dists,num_contact_points,fingertip_num_contact_points,accumulated_contact_force,totalLateralFrictionForce,finger1_link1_world_angles,finger1_link2_world_angles,finger1_link3_world_angles
[-0.31247425  0.34625673 -0.3588593 ],[0.331645   0.15741432 0.08621764],[-0.15896876  0.58267587  1.54875505],[-0.08109488 -0.01896991  0.0269695 ],[-0.14998752  0.16620322 -0.17225285],[1.57221043 0.79546833 0.44919774],[-0.14320204  0.75950873  1.51102638],[-0.02773351  0.01476541  0.03983447],[-0.02976162  0.04317763  0.03806191],[-0.01498895  0.00133078 -0.00121432],[ 0.         -0.03316682  0.00262069],0,2.9059513030784863,[-1.82471643e-07  1.47191461e-06  2.20935931e-04],[-1.23439600e-07 -2.38913962e-07  3.27940530e-04],[ 1.39754631e-04 -1.30241310e-07 -1.93070503e-05],[0.01736911 0.02506888 0.04597168],[0.01511755 0.02369731 0.04459998],[0.05324368 0.07007513 0.08171197],0,[0 0 0],0,[0 0 0],[1.54376532 0.60833671 1.57979343],[1.54376947 0.60811612 1.5798007 ],[1.54852843 0.08848852 1.59327607]
[ 0.7348236  -0.69459254 -0.22349834],[-0.3547362   0.06224144  0.33709168],[-0.15749912  0.58128667  1.54830801],[-0.08819431 -0.01770319  0.03370752],[ 0.35271519 -0.33340439 -0.1072788 ],[-1.71201706  0.25219554  1.58587646],[-0.16653156  0.76066458  1.52295268],[ 0.00720249 -0.00294956 -0.02046034],[-0.03812066  0.0339489   0.0402851 ],[ 0.01218192 -0.00649847  0.00550217],[ 0.         -0.03429827  0.00293548],0,2.8986564881367136,[-1.45788398e-07  2.44246346e-06  2.20690234e-04],[-1.04870547e-07 -1.91406236e-07  3.27942297e-04],[ 1.39863450e-04 -1.04193048e-07 -1.92971226e-05],[0.01960891 0.02634034 0.04751079],[0.01711519 0.0249985  0.04622991],[0.05299296 0.06875249 0.07988514],0,[0 0 0],0,[0 0 0],[1.54770685 0.60175057 1.58390702],[1.54771035 0.60152969 1.58391321],[1.55169919 0.0818614  1.59541748]
[-0.73888826  0.50205374  0.55867076],[ 0.27507448  0.07922482 -0.21365583],[-0.1589769   0.58229083  1.54942536],[-0.08269963 -0.01610781  0.02943822],[-0.3546662   0.24098578  0.26816154],[ 1.30579019  0.42432174 -1.00233638],[-0.16245753  0.75823665  1.53439474],[ 0.00751694 -0.01411555 -0.00317375],[-0.01183372  0.04946936  0.03214319],[0.00699496 0.00110765 0.00190143],[-2.77555756e-17 -3.37207393e-02  2.71352994e-03],0,2.9048175009759416,[-1.17345086e-07  1.35189346e-06  2.20970099e-04],[-8.61304643e-08 -1.53124989e-07  3.27858698e-04],[ 1.39710863e-04 -5.58503604e-08 -1.93619279e-05],[0.01772059 0.0248637  0.04582862],[0.01551527 0.02368012 0.04466286],[0.0537493  0.07023037 0.08175731],0,[0 0 0],0,[0 0 0],[1.54913043 0.60886427 1.59132493],[1.54913376 0.60864363 1.59133076],[1.55295372 0.08896261 1.60213235]
[0.168684   0.18583822 0.6852832 ],[ 0.33082628 -0.4109912  -0.0567413 ],[-0.15863952  0.58266246  1.55079591],[-0.07606448 -0.02432389  0.02827645],[0.08096835 0.08920235 0.32893592],[ 1.6483475  -1.92509305 -0.24663061],[-0.15555266  0.77181858  1.52291715],[ 0.02497662 -0.00781397 -0.02688542],[-0.03530655  0.02368657  0.055626  ],[ 0.01474802 -0.00231115 -0.01038808],[-1.38777878e-17 -3.36526811e-02  2.48068614e-03],0,2.90922889464288,[4.25878550e-07 1.37568299e-06 2.21950100e-04],[-8.61304643e-08  2.61734143e-07  3.27663887e-04],[ 1.39513194e-04  2.96947103e-07 -1.93723528e-05],[0.01610962 0.02331562 0.0439495 ],[0.01350256 0.02155775 0.04219274],[0.05503374 0.07197678 0.083951  ],0,[0 0 0],0,[0 0 0],[1.55115536 0.60339191 1.58830209],[1.55115835 0.60317098 1.58830736],[1.55456747 0.08347233 1.5980949 ]
[0.08872187 0.6937461  0.20695722],[ 0.3470273  0.2648983 -0.1533432],[-0.15846208  0.58404994  1.55120981],[-0.06912837 -0.01901591  0.02522627],[0.04258653 0.33299813 0.09933946],[ 1.62960792  1.31797135 -0.69596785],[-0.14662574  0.77301037  1.50845039],[-0.03571165  0.00016358 -0.00672025],[-0.03085574  0.04444223  0.07086881],[ 0.00642799  0.00072172 -0.01840538],[ 0.         -0.03253311  0.00218383],0,2.916747850629566,[9.07605945e-07 1.39762921e-06 2.22798744e-04],[-8.61304643e-08  6.44269757e-07  3.27482490e-04],[ 1.39320193e-04  5.26611643e-07 -1.93821077e-05],[0.01435472 0.02235899 0.04271901],[0.01218633 0.02098606 0.04134477],[0.05508641 0.07292354 0.08540696],0,[0 0 0],0,[0 0 0],[1.54131923 0.59663787 1.58172038],[1.54132367 0.59641602 1.58172829],[1.54634099 0.07681876 1.59640864]
[-0.12625235  0.52654636 -0.71574223],[-0.606634    0.38381267  0.00340188],[-0.15871459  0.58510303  1.54977834],[-0.08124985 -0.01133941  0.02524807],[-0.06060127  0.25274226 -0.34355584],[-2.95439029  1.76834953 -0.03892117],[-0.17659219  0.76789135  1.51405716],[ 0.0304774   0.01614584 -0.01384482],[-0.05186296  0.02637428  0.04199859],[ 0.0127159  -0.00413658 -0.00695651],[-1.38777878e-17 -3.15224858e-02  2.50508654e-03],0,2.905997603944722,[9.24074809e-07 2.45718672e-06 2.22528753e-04],[-6.89043715e-08  6.34999595e-07  3.27530311e-04],[ 1.39458098e-04  4.81964301e-07 -1.93165238e-05],[0.01611307 0.02481989 0.04573608],[0.01436486 0.02399891 0.04491383],[0.05243452 0.07019108 0.08182336],0,[0 0 0],0,[0 0 0],[1.54784938 0.58978569 1.58247107],[1.5478528  0.58956295 1.58247722],[1.55167988 0.06989698 1.59390006]
[-0.5867327  -0.38657683 -0.32554477],[ 0.64107203 -0.22753775  0.00190628],[-0.15988806  0.5843299   1.54912722],[-0.06842394 -0.01589027  0.02525692],[-0.28163171 -0.18555687 -0.15626147],[ 3.10453081 -1.01412761  0.04403273],[-0.15818721  0.77150148  1.5248214 ],[ 0.02624876 -0.00349936 -0.02102029],[-0.019322    0.04990023  0.04036743],[-0.00960255  0.01916464 -0.00405204],[-5.55111512e-17 -3.23582657e-02  2.15104500e-03],0,2.917920671476092,[3.65956342e-07 2.43463013e-06 2.21554854e-04],[-6.89043715e-08  2.42285960e-07  3.27721744e-04],[ 1.39680957e-04  1.90034329e-07 -1.93067588e-05],[0.01617526 0.02468439 0.04501986],[0.01418198 0.02353649 0.04387067],[0.05304149 0.07055351 0.08309754],0,[0 0 0],0,[0 0 0],[1.55696138 0.60198918 1.58742308],[1.55696349 0.60176667 1.58742681],[1.55935505 0.08203189 1.59432038]
[0.89790106 0.5692378  0.38262188],[ 0.02933335 -0.23147857 -0.22368228],[-0.15809225  0.58546841  1.54989254],[-0.06782701 -0.02051932  0.02078339],[0.43099236 0.27323416 0.18365896],[ 0.16877602 -1.10738075 -1.07103872],[-0.17125095  0.77724254  1.51302743],[ 0.0215323   0.00206379 -0.00344179],[-0.02800337  0.0374322   0.05452171],[-0.0076292   0.00690531  0.01687684],[ 4.16333634e-17 -3.16466293e-02  2.09496416e-03],0,2.9180022554451877,[3.82642714e-07 3.53566930e-06 2.21274384e-04],[-5.51234972e-08  2.36235000e-07  3.27771239e-04],[ 1.39784318e-04  1.43444613e-07 -1.93673346e-05],[0.01505916 0.0241812  0.04447084],[0.01300493 0.02270009 0.0429885 ],[0.05299676 0.07113993 0.08371006],0,[0 0 0],0,[0 0 0],[1.55161988 0.58911999 1.58461007],[1.55162271 0.58889848 1.58461518],[1.5548145  0.06919893 1.59416084]
[-0.34899658 -0.21055484 -0.02224362],[-0.10867274 -0.1492455   0.110201  ],[-0.15879025  0.58504725  1.54984808],[-0.0700029  -0.02350209  0.02299006],[-0.16751833 -0.10106631 -0.01067695],[-0.50629699 -0.72711891  0.51810676],[-0.16940849  0.77146572  1.52827656],[ 0.03314584  0.02450198 -0.01338655],[-0.02170931  0.0461847   0.05560528],[0.01032266 0.02533116 0.01022251],[ 6.93889390e-17 -3.20957963e-02  2.18682831e-03],0,2.914985349106201,[9.25073267e-07 3.55905389e-06 2.22236076e-04],[-5.51234972e-08  6.42293466e-07  3.27561943e-04],[ 1.39572221e-04  4.25778879e-07 -1.93775762e-05],[0.01588067 0.02468282 0.04504952],[0.01355918 0.02298691 0.04335239],[0.05292187 0.07066282 0.08306866],0,[0 0 0],0,[0 0 0],[1.54606333 0.588462   1.57706155],[1.54606698 0.58824079 1.57706813],[1.55017568 0.06859262 1.58937882]
[0.37723207 0.40745175 0.8220861 ],[ 0.4735706  -0.29908144 -0.20559072],[-0.15803578  0.58586216  1.55149221],[-0.06051591 -0.02946516  0.01885248],[0.18107136 0.19557682 0.39460132],[ 2.30552554 -1.38319862 -0.93271661],[-0.17402214  0.75247443  1.49921441],[ 0.00561298 -0.00176189  0.02603612],[-0.03363172  0.03841055  0.05905641],[ 0.01608659 -0.00062954  0.00426523],[-1.11022302e-16 -3.17051056e-02  1.86763521e-03],0,2.921975464122907,[3.90935754e-07 3.53733901e-06 2.21302602e-04],[-5.51234972e-08  2.64330279e-07  3.27747205e-04],[ 1.39784994e-04  1.45997068e-07 -1.93681655e-05],[0.01344133 0.02256353 0.04245294],[0.01096646 0.02043895 0.04032713],[0.0543741  0.07297202 0.08602463],0,[0 0 0],0,[0 0 0],[1.54243458 0.59059016 1.57720288],[1.54243881 0.59036801 1.57721046],[1.54718059 0.07076103 1.59132909]
[-0.73073095 -0.82721055 -0.70882934],[-0.20775396 -0.40475416  0.3809805 ],[-0.15949725  0.58420777  1.55009782],[-0.06469964 -0.03754852  0.02648093],[-0.3507508  -0.39706105 -0.33465672],[-0.95931065 -1.96225524  1.79717863],[-0.14556435  0.77379596  1.51682401],[ 0.00793304 -0.00703489  0.01566556],[-0.01780682  0.04799551  0.04139296],[ 0.00767956 -0.017984    0.02852127],[ 2.77555756e-17 -3.30527027e-02  2.05529087e-03],0,2.913928059671183,[9.15381327e-07 3.55665062e-06 2.22313241e-04],[-5.51234972e-08  5.96155761e-07  3.27537852e-04],[ 1.39614587e-04  4.55541013e-07 -1.93760440e-05],[0.01642388 0.02471484 0.04473378],[0.01315354 0.02200837 0.0420261 ],[0.05363291 0.07089661 0.08362208],0,[0 0 0],0,[0 0 0],[1.53548881 0.58099901 1.5694764 ],[1.53549393 0.58077784 1.56948574],[1.54122861 0.06126228 1.58705011]
[-0.44593704  0.46325254  0.61621416],[-0.2356584  -0.4303419   0.17839444],[-0.16038911  0.58513427  1.55133021],[-0.0694183  -0.04614815  0.03006369],[-0.21404962  0.22236121  0.29578233],[-1.07269406 -2.09506893  0.81247717],[-0.18810733  0.75928122  1.50401306],[-0.00898348 -0.01462773 -0.02337939],[-0.03591695  0.03432882  0.02981177],[0.00669814 0.01319976 0.00102667],[ 0.         -0.03220542  0.00213676],0,2.9038939485061612,[9.02153419e-07 2.39633188e-06 2.22607466e-04],[-4.40987977e-08  5.80906546e-07  3.27492142e-04],[ 1.39458059e-04  5.05756057e-07 -1.94496466e-05],[0.01574832 0.02429142 0.04445849],[0.01183342 0.02096605 0.04113186],[0.05375035 0.07138562 0.08374323],0,[0 0 0],0,[0 0 0],[1.5256937  0.58499339 1.57157219],[1.52570033 0.58477131 1.57158421],[1.5331168  0.06542004 1.59402493]
[-0.49950945 -0.36547387 -0.20138967],[-0.2067076   0.03601336 -0.1548227 ],[-0.16138813  0.58440334  1.5509274 ],[-0.07355484 -0.04543538  0.02696528],[-0.23976468 -0.17542745 -0.09666664],[-0.99620152  0.14272037 -0.78906351],[-0.15976384  0.768121    1.53455091],[0.00618494 0.00790926 0.02076356],[-0.04007417  0.03822172  0.04724258],[ 0.00846105 -0.00467713 -0.00265724],[ 0.         -0.03321008  0.00235467],0,2.902976471575126,[9.16015692e-07 3.36039678e-06 2.22362122e-04],[-3.52790382e-08  5.78466766e-07  3.27534091e-04],[ 1.39584829e-04  4.64821511e-07 -1.93895187e-05],[0.01710839 0.02522504 0.04558573],[0.01337379 0.0219507  0.04231017],[0.05338314 0.07039683 0.08246566],0,[0 0 0],0,[0 0 0],[1.51520523 0.58946035 1.56914626],[1.5152135  0.58923809 1.56916113],[1.52448026 0.07010324 1.59682549]
[0.28364217 0.325675   0.8140192 ],[0.33062077 0.12508774 0.11832583],[-0.16082086  0.58505464  1.55255544],[-0.06693998 -0.04294209  0.02934125],[0.1361482  0.156324   0.39072919],[1.56854308 0.64279681 0.64036089],[-0.16795184  0.7499001   1.51308191],[-0.01748361  0.01013622  0.00328124],[-0.03194527  0.02431153  0.05149727],[-0.00208465  0.00267397 -0.01507351],[ 0.         -0.03263394  0.00208873],0,2.9081336651313157,[3.50417878e-07 3.33712582e-06 2.21370811e-04],[-3.52790382e-08  1.73620961e-07  3.27734673e-04],[ 1.39809324e-04  1.68983701e-07 -1.93794114e-05],[0.01501681 0.02316057 0.04323992],[0.01131459 0.02006592 0.04014403],[0.05485027 0.07250114 0.08504669],0,[0 0 0],0,[0 0 0],[1.51590616 0.59361204 1.5662494 ],[1.51591439 0.59339001 1.56626411],[1.52517788 0.07423833 1.59358803]
[-0.28715038 -0.21072865 -0.62593704],[-0.23310101  0.5713291   0.14143395],[-0.16139515  0.58463323  1.55130363],[-0.07156508 -0.0315098   0.03215046],[-0.13783233 -0.10114975 -0.30044937],[-1.193084    2.70834947  0.63289034],[-0.17236139  0.77435744  1.50830472],[0.00305285 0.00843355 0.0329003 ],[-0.01744295  0.03390099  0.06625054],[0.00637282 0.01636085 0.01316821],[ 0.         -0.03294195  0.00226069],0,2.9086740883537225,[3.64494305e-07 4.33819100e-06 2.21116162e-04],[-2.82232305e-08  1.72698517e-07  3.27777797e-04],[ 1.39941270e-04  1.26392667e-07 -1.93170429e-05],[0.01682932 0.02472102 0.0450988 ],[0.01364695 0.02244866 0.04282523],[0.05370446 0.07073027 0.08299584],0,[0 0 0],0,[0 0 0],[1.51914829 0.58708323 1.57072229],[1.5191559  0.58686215 1.57073602],[1.52770351 0.0676398  1.59643523]
[-0.4915231  -0.36742258  0.36481452],[-0.02925134 -0.3413906   0.21630335],[-0.16237819  0.58389837  1.55203319],[-0.07215904 -0.03833778  0.03647427],[-0.23593111 -0.17636284  0.17511098],[-0.08616129 -1.64264071  1.03273284],[-0.16763543  0.76026303  1.53989363],[ 0.00481286 -0.02044902  0.01034095],[-0.04074263  0.05172664  0.05110634],[-0.00064667  0.00411054  0.00082286],[ 0.         -0.03365745  0.00230803],0,2.9044923308112107,[-1.23664715e-07  4.31807729e-06  2.20260383e-04],[-2.82232305e-08 -1.77202082e-07  3.27951348e-04],[ 1.40135070e-04 -1.28278130e-07 -1.93083043e-05],[0.01716632 0.02441185 0.0447574 ],[0.01340631 0.02164107 0.04199244],[0.05453769 0.07113778 0.08333411],0,[0 0 0],0,[0 0 0],[1.53275479 0.59199669 1.58092444],[1.53276045 0.59177574 1.58093457],[1.53914805 0.07230049 1.59987244]
[0.2669158  0.57294154 0.71587896],[ 0.13929796 -0.26683164 -0.16702414],[-0.16184436  0.58504426  1.55346501],[-0.06936152 -0.04367085  0.03312938],[0.12811972 0.27501193 0.34362146],[ 0.71496916 -1.25581872 -0.7752493 ],[-0.18173054  0.76846951  1.51929069],[-0.00197381  0.02245022 -0.01613617],[-0.02524866  0.01641138  0.02455122],[-0.00600354 -0.01808052 -0.0023437 ],[ 1.38777878e-17 -3.29137420e-02  2.17196187e-03],0,2.9048084854273046,[-9.94734727e-08  3.27168198e-06  2.20529497e-04],[-2.24713015e-08 -1.41761666e-07  3.27877109e-04],[ 1.39990922e-04 -8.24625161e-08 -1.93703672e-05],[0.01532349 0.02305532 0.04323928],[0.01141215 0.01990809 0.04009079],[0.05521386 0.07259018 0.08496205],0,[0 0 0],0,[0 0 0],[1.52451042 0.59242449 1.58062549],[1.52451728 0.59220446 1.58063777],[1.53230009 0.07287132 1.60367888]
[-0.832157   -0.67728186 -0.63447875],[-0.03519762  0.35363698  0.24624264],[-0.16350868  0.58368969  1.55219603],[-0.07004449 -0.03659903  0.03805872],[-0.39943534 -0.32509527 -0.30454981],[-0.22407442  1.69033504  1.17646158],[-0.16165085  0.77206695  1.53120363],[ 0.00761582 -0.02051246 -0.02674364],[-0.02712023  0.04155558  0.05734676],[ 0.01007649 -0.01367278  0.01476508],[ 0.         -0.03403732  0.00225738],0,2.9066199318016235,[3.73441438e-07 3.29189960e-06 2.21367791e-04],[-2.24713015e-08  2.10960676e-07  3.27713104e-04],[ 1.39805072e-04  1.64044719e-07 -1.93792132e-05],[0.01743549 0.02441286 0.04467244],[0.01370375 0.02176414 0.0420327 ],[0.05476996 0.07113902 0.08349154],0,[0 0 0],0,[0 0 0],[1.51818618 0.58948028 1.57387166],[1.51819393 0.58926006 1.57388561],[1.52696386 0.0700563  1.60006764]
[-0.44457173  0.8527262   0.7522557 ],[-0.01466727 -0.3309499  -0.28439158],[-0.16439782  0.58539516  1.55370057],[-0.07031833 -0.04322182  0.03237802],[-0.21339445  0.40930858  0.36108273],[-0.00966312 -1.59079993 -1.36598718],[-0.17556244  0.76899981  1.50790453],[-0.00760205 -0.00823918  0.00299351],[-0.03024901  0.0393783   0.04359445],[-0.00800706 -0.00948903 -0.00635343],[ 0.         -0.03288034  0.00220472],0,2.904522879772984,[-1.23732652e-07  3.27134285e-06  2.20495307e-04],[-2.24713015e-08 -1.46591829e-07  3.27891040e-04],[ 1.40002046e-04 -9.62121001e-08 -1.93702769e-05],[0.01547786 0.02327651 0.04350751],[0.01162539 0.02016152 0.04039126],[0.05498545 0.07235265 0.0846589 ],0,[0 0 0],0,[0 0 0],[1.52667034 0.59035787 1.58349333],[1.52667688 0.59013672 1.58350508],[1.53405072 0.07076433 1.60546816]
[-0.40155113 -0.4553156  -0.90672845],[-0.22523642  0.26223457  0.16217339],[-0.16520092  0.58448452  1.55188704],[-0.07481149 -0.03797097  0.03561302],[-0.19274467 -0.21855149 -0.43522924],[-1.11968052  1.22285414  0.73263127],[-0.16534641  0.75127745  1.51867354],[-0.00667657  0.0100258  -0.02508073],[-0.02057818  0.02534994  0.03707666],[-0.0092251   0.00659536  0.00502483],[-1.38777878e-17 -3.36284943e-02  2.39952938e-03],0,2.9028237420436738,[-9.85107077e-08  4.21322810e-06  2.20256976e-04],[-1.96552418e-08 -1.17518845e-07  3.27911205e-04],[ 1.40112411e-04 -7.69696801e-08 -1.93566725e-05],[0.01811684 0.02555033 0.04601599],[0.01441512 0.02280255 0.04327726],[0.05355117 0.06996722 0.08197784],0,[0 0 0],0,[0 0 0],[1.51869187 0.59044922 1.57336007],[1.51869957 0.59022903 1.57337389],[1.5274103  0.07101393 1.59930618]
[ 0.0302037  -0.10536003  0.3630824 ],[-0.03081614  0.459826   -0.12462574],[-0.16514052  0.58427376  1.55261326],[-0.07542408 -0.0287758   0.03311422],[ 0.01449794 -0.05057282  0.17427908],[-0.22267427  2.20048857 -0.60461307],[-0.16421179  0.77153635  1.52143598],[-0.01868211 -0.02227271  0.02941795],[-0.03890219  0.02588275  0.03950797],[ 0.00319135 -0.01044882 -0.0051206 ],[ 0.         -0.03411316  0.00247267],0,2.9071687390074383,[-7.92130409e-08  3.02991344e-06  2.20560625e-04],[-1.40112392e-08 -9.40150762e-08  3.27839557e-04],[ 1.39950672e-04 -2.53477636e-08 -1.94267083e-05],[0.01781737 0.02484578 0.04540338],[0.01474356 0.02275364 0.04332625],[0.05421549 0.07053687 0.08254052],0,[0 0 0],0,[0 0 0],[1.52486779 0.5950839  1.57986299],[1.52487463 0.59486388 1.5798752 ],[1.53265827 0.07552315 1.602743  ]
[-0.32423258  0.37650228  0.21339846],[-0.18764907  0.14881945  0.1519587 ],[-0.16578898  0.5850268   1.55304003],[-0.07917258 -0.02579436  0.03614895],[-0.15563178  0.18072109  0.10243168],[-0.92354351  0.68397838  0.70379156],[-0.16643912  0.76953697  1.51402652],[0.04081996 0.01692925 0.02500888],[-0.01173478  0.05084309  0.05942148],[-0.01398177  0.01381915  0.01358335],[ 1.38777878e-17 -3.33697292e-02  2.53738274e-03],0,2.902938062188517,[-6.28959782e-08  4.05380190e-06  2.20300628e-04],[-1.31434336e-08 -7.54141962e-08  3.27871433e-04],[ 1.40072729e-04 -2.02782109e-08 -1.94092220e-05],[0.01762225 0.02485467 0.04560645],[0.01457614 0.02297869 0.04374373],[0.05389769 0.0704357  0.0821847 ],0,[0 0 0],0,[0 0 0],[1.53595441 0.59591274 1.58356248],[1.53595962 0.59569231 1.58357176],[1.54187785 0.076166   1.60092235]
[ 0.6716368  -0.76557356 -0.5345669 ],[ 0.5266534  -0.54553795  0.17544389],[-0.16444571  0.58349562  1.55197096],[-0.06863406 -0.03672421  0.03959507],[ 0.32238573 -0.36747521 -0.25659198],[ 2.62553191 -2.52554274  0.90610099],[-0.16105784  0.78056878  1.51931632],[ 0.01305979 -0.03216453 -0.01792257],[-0.02108351  0.02773095  0.04684301],[ 0.0066883   0.00761158 -0.00108381],[-2.77555756e-17 -3.47772392e-02  2.25104748e-03],0,2.907738313593745,[1.85031918e-07 4.10971157e-06 2.20941326e-04],[-1.31434336e-08  9.06977749e-07  3.27493773e-04],[ 1.40073389e-04  2.57967180e-07 -1.94379854e-05],[0.01881177 0.0254904  0.04567729],[0.01500546 0.02282525 0.04302862],[0.05431694 0.07008602 0.08253747],0,[0 0 0],0,[0 0 0],[1.53947278 0.59971597 1.58847526],[1.53947749 0.59949578 1.58848361],[1.5448574  0.07992181 1.60408712]
[0.44649625 0.84009576 0.44132864],[-0.22372437  0.069965   -0.32616365],[-0.16355272  0.58517581  1.55285358],[-0.07311976 -0.03534354  0.03306714],[0.21431836 0.40324596 0.21183726],[-1.0871973   0.29206389 -1.6054852 ],[-0.16830532  0.76935798  1.53206336],[ 0.00840196 -0.01557005  0.00601195],[-0.04098603  0.03187182  0.04810723],[ 0.00077776 -0.00459232 -0.01640758],[ 0.         -0.03363366  0.00235429],0,2.9062525768905614,[1.70404325e-07 2.94465523e-06 2.21237147e-04],[-1.05147469e-08  8.98918493e-07  3.27446044e-04],[ 1.39914285e-04  3.08009748e-07 -1.95224658e-05],[0.01764966 0.02513936 0.04555346],[0.01421007 0.0225858  0.04300382],[0.05378256 0.07035544 0.08249602],0,[0 0 0],0,[0 0 0],[1.5265628  0.58894504 1.58502159],[1.52656933 0.58872431 1.58503334],[1.53392999 0.06935444 1.60704775]
[0.32090616 0.24388254 0.30041707],[ 0.33407807  0.1774919  -0.10901827],[-0.16291091  0.58566362  1.5534544 ],[-0.06644081 -0.03178686  0.03089742],[0.15403493 0.11706365 0.14420025],[ 1.57393003  0.90439111 -0.46693596],[-0.16176912  0.7622323   1.51432335],[-0.02003736 -0.00472929  0.0085488 ],[-0.03897206  0.01726044  0.0476514 ],[0.00648172 0.00817227 0.0081948 ],[ 1.38777878e-17 -3.33881528e-02  2.12316933e-03],0,2.9137537189696845,[-4.27156392e-07  2.94005980e-06  2.20324564e-04],[-1.05147469e-08  8.17720134e-07  3.27474728e-04],[ 1.40197819e-04 -1.74350296e-09 -1.95222966e-05],[0.0163798  0.02406236 0.0442048 ],[0.01323947 0.02177031 0.04191141],[0.0544357  0.07144834 0.08407423],0,[0 0 0],0,[0 0 0],[1.52809006 0.59346215 1.57918325],[1.52809643 0.59324111 1.57919464],[1.53529902 0.07384186 1.60045615]
[-0.44911486  0.08860683  0.582096  ],[-0.45510662  0.27828753  0.05238473],[-0.16380914  0.58584082  1.5546186 ],[-0.07553436 -0.02621649  0.03192069],[-0.21557528  0.04253127  0.27940649],[-2.2224431   1.26771235  0.18229777],[-0.17599013  0.75751221  1.50076711],[-0.00092361 -0.01728624 -0.03648289],[-0.03106935  0.02599525  0.04983014],[-0.01761439 -0.0008539   0.01363045],[ 1.38777878e-17 -3.33877545e-02  2.42996532e-03],0,2.907597138611975,[-3.41164706e-07  3.95496995e-06  2.20072982e-04],[1.05675932e-08 8.10627811e-07 3.27521370e-04],[ 1.40314148e-04 -1.39480237e-09 -1.94830144e-05],[0.016426   0.0237343  0.04432991],[0.01354924 0.02184017 0.04243694],[0.05469027 0.07159395 0.08359893],0,[0 0 0],0,[0 0 0],[1.53255702 0.58687232 1.57972353],[1.53256262 0.58665216 1.57973365],[1.53888573 0.06717797 1.59876326]
